attempt,phase,signature,slot,conn,t0_ns,t1_ns,t2_ns,t3_ns,sign_ns,send_ns,sign_to_send_ns,send_to_seen_ns,sign_to_seen_ns,landed,err,rpc_poll_count,fee_lamports,t_confirmed_ns,t_finalized_ns
188,warm,2xYVZFHwJ96NJm3HZC4jQY7wftYUeJdkMRx4NqAWRY78qwYHjKzpjhhWR33XfzhsuziHrQcxAa6HGKASH9bNzwTR,0,1,1218809224109494,1218809224127220,1218809224164035,0,17726,36815,54541,0,0,0,send_fail,0,0,0,0
189,warm,Lj2fm34VBGUoeb8a7ohvSLrMGgYChQHmfM4m5cMjRvn6Q4J2d6HTUdVJarRPxP5qBKCNC1RWSzEDaJ4KANGH9PT,0,1,1218809624766719,1218809624780760,1218809624820129,0,14041,39369,53410,0,0,0,send_fail,0,0,0,0
190,warm,3HagKeEK5MRkaRmRf6pCW2iwqJHxa9XVaXVgeKy9PsZrnjBfP9JPtkkxaFNaxN9DSLtug6KfS3GML2XKpEjXN7zU,0,1,1218810024686859,1218810024704034,1218810024753499,0,17175,49465,66640,0,0,0,send_fail,0,0,0,0
191,warm,FwN2fMkDTeq3kGpL9oeFEPHMHseoYAoGTYMkcUa2U9Kxy7Q7Zvu4Vx1Cyy8tHHWVhkfYfw2VbXwkUiys8gF8kkj,0,1,1218810426450344,1218810426467881,1218810426512458,0,17537,44577,62114,0,0,0,send_fail,0,0,0,0
192,warm,2B71hRrugdKh89sTTqhpRwaTSwLRtkTvXsquECzomcmJP12rgAjCubPm3CYjYanF3wWL1bm7SK2TCTj5wKABtCSW,0,1,1218810827014831,1218810827028812,1218810827069283,0,13981,40471,54452,0,0,0,send_fail,0,0,0,0
193,warm,3ndknT4jiCoxydkXgVjEgrGyqPevodLk2UE7Q5B5jyRCTYwjdkyhHtjUwVVRi8CxnkJDE3BPEcq6kcuxnhC3aA5v,0,1,1218811237955469,1218811237975569,1218811238024072,0,20100,48503,68603,0,0,0,send_fail,0,0,0,0
194,warm,5T3VTNXMC5NX4CUHi8VRiqHP3hY3jT3TbrQbdpykJj9iQ7BnpKfPYpLxCgFgmMgptZrup21DjFJ4zPJ2iARGcJGH,0,1,1218811638271443,1218811638288458,1218811638332384,0,17015,43926,60941,0,0,0,send_fail,0,0,0,0
195,warm,2wn3zy9R6ajv6UGMByYwVpv2Pp1UHBWWGgKPCDn15Yd6o3cW37QHCU6WK37Sqp29mGo7u3dsmrhDLKhAHtW1ub25,0,1,1218812053100346,1218812053121107,1218812053159204,0,20761,38097,58858,0,0,0,send_fail,0,0,0,0
196,warm,2vJYvcEzPU1g98GqvaY2xGGTYQSTYQGsJUA6fWhs9JCMksxEuLY3zR3Q9Soo8M567mz7cq37FKaMdZyxPSq4SZPm,0,1,1218812453542829,1218812453558483,1218812453603771,0,15654,45288,60942,0,0,0,send_fail,0,0,0,0
197,warm,2Sge4DMRj1GibQHKmWJrqXVbHG9Mz66DqUS8MSbCmUEigbdHppn4HjCEjWtCZ4y8cScRF9hcpwzPoLacYzhCN5kA,0,1,1218812853907886,1218812853925032,1218812853961377,0,17146,36345,53491,0,0,0,send_fail,0,0,0,0
198,warm,4Ak4LmjsQCVAesykwtpDVhYnVnVhSAqicMUkGfX1PQ7zHSgp1qUtR1K2MDK64pwkSSEBBnoqT2A2y52Y5CQHENT,0,1,1218813255210280,1218813255227085,1218813255267666,0,16805,40581,57386,0,0,0,send_fail,0,0,0,0
199,warm,7u132t8BbGWCVq3CMDbVX5LGZNP22YHqa3hEvFZacWJyWY5dw5ZMyjgvPb2w8AFNPPw3uy95qYBMSAra4pHWTn4,0,1,1218813657590331,1218813657606255,1218813657645414,0,15924,39159,55083,0,0,0,send_fail,0,0,0,0
